Date,Ticker,PredictedSignal,PredictedProb,Volatility,Action,Priority,BasePositionPct,AdjustedPositionPct,PositionValue,MaxLossValue,RiskScore
10/20/2021,TSLA,1,0.7667,0.0123,BUY,0.7267,0.15,0.135,13500.0,332.32,0.9
10/20/2021,META,1,0.6723,0.0194,BUY,0.0,0.0,0.0,0.0,0.0,0.5
10/20/2021,PLTR,1,0.7167,0.0181,BUY,0.0,0.0,0.0,0.0,0.0,0.7222
10/20/2021,SHOP,1,0.6352,0.0187,BUY,0.0,0.0,0.0,0.0,0.0,0.3778
10/20/2021,MSFT,1,0.6345,0.0123,BUY,0.0,0.0,0.0,0.0,0.0,0.4667
10/20/2021,AMZN,1,0.5527,0.0145,BUY,0.0,0.0,0.0,0.0,0.0,0.2889
10/20/2021,PANW,0,0.2406,0.0144,SELL,0.0,0.0,0.0,0.0,0.0,0.2444
10/21/2021,PANW,0,0.2521,0.0144,SELL,0.0,0.0,0.0,0.0,0.0,0.2444
10/21/2021,SHOP,1,0.3902,0.0185,BUY,0.0,0.0,0.0,0.0,0.0,0.5667
10/21/2021,TSLA,1,0.7638,0.0137,BUY,0.725,0.15,0.135,13500.0,369.01,0.9
10/21/2021,MSFT,1,0.3393,0.0111,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
10/21/2021,NVDA,1,0.7172,0.0223,BUY,0.0,0.0,0.0,0.0,0.0,0.6222
10/21/2021,PLTR,1,0.3344,0.0189,BUY,0.0,0.0,0.0,0.0,0.0,0.3
10/21/2021,AMZN,1,0.2924,0.0145,SELL,0.0,0.0,0.0,0.0,0.0,0.2889
10/21/2021,META,1,0.3682,0.0192,BUY,0.0,0.0,0.0,0.0,0.0,0.4222
10/21/2021,AAPL,1,0.4051,0.0115,BUY,0.0,0.0,0.0,0.0,0.0,0.7778
10/22/2021,PLTR,1,0.6945,0.0136,BUY,0.0,0.0,0.0,0.0,0.0,0.7889
10/22/2021,MSFT,1,0.45,0.0089,BUY,0.0,0.0,0.0,0.0,0.0,0.6222
10/22/2021,META,1,0.673,0.0195,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
10/22/2021,PANW,1,0.2899,0.01,SELL,0.0,0.0,0.0,0.0,0.0,0.2778
10/22/2021,AAPL,1,0.4135,0.0087,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
10/22/2021,NVDA,1,0.6592,0.0158,BUY,0.0,0.0,0.0,0.0,0.0,0.5333
10/22/2021,AMZN,1,0.4112,0.0146,BUY,0.0,0.0,0.0,0.0,0.0,0.3333
10/22/2021,TSLA,1,0.7536,0.0138,BUY,0.63,0.15,0.125,12500.0,344.55,0.8333
10/22/2021,SHOP,1,0.3124,0.0219,BUY,0.0,0.0,0.0,0.0,0.0,0.1556
10/25/2021,TSLA,1,0.4541,0.0334,BUY,0.0,0.0,0.0,0.0,0.0,0.2333
10/25/2021,NVDA,1,0.7377,0.0142,BUY,0.0,0.0,0.0,0.0,0.0,0.8667
10/25/2021,SHOP,1,0.3913,0.022,BUY,0.0,0.0,0.0,0.0,0.0,0.1889
10/25/2021,PLTR,1,0.5841,0.0166,BUY,0.0,0.0,0.0,0.0,0.0,0.4889
10/25/2021,AAPL,1,0.7064,0.0084,BUY,0.0,0.0,0.0,0.0,0.0,0.8556
10/25/2021,MSFT,1,0.6816,0.0083,BUY,0.0,0.0,0.0,0.0,0.0,0.7333
10/25/2021,AMZN,1,0.688,0.0146,BUY,0.0,0.0,0.0,0.0,0.0,0.6778
10/25/2021,META,1,0.5072,0.0189,BUY,0.0,0.0,0.0,0.0,0.0,0.3778
10/25/2021,PANW,1,0.3572,0.0108,BUY,0.0,0.0,0.0,0.0,0.0,0.2778
10/26/2021,META,1,0.4612,0.0215,BUY,0.0,0.0,0.0,0.0,0.0,0.4556
10/26/2021,MSFT,1,0.7191,0.0077,BUY,0.0,0.0,0.0,0.0,0.0,0.8889
10/26/2021,TSLA,1,0.7793,0.0339,BUY,0.4676,0.15,0.105,10500.0,711.25,0.7
10/26/2021,NVDA,0,0.3786,0.0211,HOLD,0.0,0.0,0.0,0.0,0.0,0.2556
10/26/2021,AMZN,1,0.7037,0.0148,BUY,0.0,0.0,0.0,0.0,0.0,0.7111
10/26/2021,PLTR,1,0.4545,0.0164,BUY,0.0,0.0,0.0,0.0,0.0,0.4444
10/26/2021,AAPL,1,0.3451,0.0083,BUY,0.0,0.0,0.0,0.0,0.0,0.3111
10/26/2021,SHOP,1,0.3855,0.0248,BUY,0.0,0.0,0.0,0.0,0.0,0.2667
10/26/2021,PANW,1,0.6756,0.0114,BUY,0.0,0.0,0.0,0.0,0.0,0.6667
10/27/2021,AMZN,1,0.6825,0.0146,BUY,0.0,0.0,0.0,0.0,0.0,0.3222
10/27/2021,TSLA,1,0.7816,0.0338,BUY,0.4689,0.15,0.105,10500.0,710.45,0.7
10/27/2021,META,1,0.7287,0.0215,BUY,0.0,0.0,0.0,0.0,0.0,0.6444
10/27/2021,PLTR,1,0.717,0.0176,BUY,0.0,0.0,0.0,0.0,0.0,0.5222
10/27/2021,MSFT,1,0.6677,0.0128,BUY,0.0,0.0,0.0,0.0,0.0,0.2778
10/27/2021,SHOP,1,0.6984,0.0227,BUY,0.0,0.0,0.0,0.0,0.0,0.2667
10/27/2021,PANW,1,0.74,0.0112,BUY,0.0,0.0,0.0,0.0,0.0,0.8556
10/27/2021,AAPL,1,0.7111,0.0084,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
10/27/2021,NVDA,1,0.7242,0.0219,BUY,0.0,0.0,0.0,0.0,0.0,0.5333
10/28/2021,PLTR,1,0.6457,0.0178,BUY,0.0,0.0,0.0,0.0,0.0,0.3667
10/28/2021,META,1,0.73,0.022,BUY,0.0,0.0,0.0,0.0,0.0,0.6889
10/28/2021,AAPL,1,0.3219,0.0101,BUY,0.0,0.0,0.0,0.0,0.0,0.3444
10/28/2021,TSLA,1,0.7862,0.033,BUY,0.4717,0.15,0.105,10500.0,692.35,0.7
10/28/2021,SHOP,1,0.7033,0.0294,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
10/28/2021,MSFT,1,0.6797,0.0127,BUY,0.0,0.0,0.0,0.0,0.0,0.5889
10/28/2021,AMZN,1,0.4145,0.0149,BUY,0.0,0.0,0.0,0.0,0.0,0.3222
10/28/2021,NVDA,1,0.6768,0.021,BUY,0.0,0.0,0.0,0.0,0.0,0.4111
10/28/2021,PANW,1,0.7027,0.0115,BUY,0.0,0.0,0.0,0.0,0.0,0.7
10/29/2021,AAPL,1,0.4065,0.0117,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
10/29/2021,MSFT,1,0.2934,0.013,SELL,0.0,0.0,0.0,0.0,0.0,0.2778
10/29/2021,NVDA,1,0.7281,0.0204,BUY,0.0,0.0,0.0,0.0,0.0,0.7222
10/29/2021,SHOP,1,0.7117,0.0288,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
10/29/2021,TSLA,1,0.7433,0.0328,BUY,0.0,0.0,0.0,0.0,0.0,0.7
10/29/2021,META,1,0.6885,0.0226,BUY,0.0,0.0,0.0,0.0,0.0,0.5333
10/29/2021,PLTR,1,0.6819,0.0178,BUY,0.0,0.0,0.0,0.0,0.0,0.5222
10/29/2021,PANW,1,0.3441,0.0123,BUY,0.0,0.0,0.0,0.0,0.0,0.4667
10/29/2021,AMZN,1,0.32,0.0158,BUY,0.0,0.0,0.0,0.0,0.0,0.3222
11/01/2021,SHOP,1,0.308,0.0303,BUY,0.0,0.0,0.0,0.0,0.0,0.2667
11/01/2021,NVDA,1,0.7636,0.0199,BUY,0.5915,0.15,0.12,12000.0,478.76,0.8
11/01/2021,TSLA,1,0.3635,0.0363,BUY,0.0,0.0,0.0,0.0,0.0,0.3111
11/01/2021,AAPL,1,0.7471,0.0115,BUY,0.0,0.0,0.0,0.0,0.0,0.8889
11/01/2021,AMZN,1,0.2992,0.0166,SELL,0.0,0.0,0.0,0.0,0.0,0.3222
11/01/2021,PLTR,1,0.2394,0.0185,SELL,0.0,0.0,0.0,0.0,0.0,0.2111
11/01/2021,META,1,0.455,0.0231,BUY,0.0,0.0,0.0,0.0,0.0,0.4556
11/01/2021,MSFT,1,0.6636,0.0132,BUY,0.0,0.0,0.0,0.0,0.0,0.7444
11/01/2021,PANW,1,0.5016,0.012,BUY,0.0,0.0,0.0,0.0,0.0,0.7
11/02/2021,AMZN,1,0.6499,0.0164,BUY,0.0,0.0,0.0,0.0,0.0,0.4778
11/02/2021,TSLA,1,0.7353,0.0394,BUY,0.0,0.0,0.0,0.0,0.0,0.5444
11/02/2021,NVDA,1,0.7566,0.02,BUY,0.6318,0.15,0.125,12500.0,499.65,0.8333
11/02/2021,AAPL,1,0.6486,0.0113,BUY,0.0,0.0,0.0,0.0,0.0,0.5
11/02/2021,META,1,0.7442,0.0232,BUY,0.0,0.0,0.0,0.0,0.0,0.6889
11/02/2021,PANW,1,0.32,0.012,BUY,0.0,0.0,0.0,0.0,0.0,0.3111
11/02/2021,MSFT,1,0.556,0.0132,BUY,0.0,0.0,0.0,0.0,0.0,0.3556
11/02/2021,SHOP,1,0.7037,0.0315,BUY,0.0,0.0,0.0,0.0,0.0,0.4222
11/02/2021,PLTR,1,0.7043,0.0201,BUY,0.0,0.0,0.0,0.0,0.0,0.5667
11/03/2021,PANW,1,0.3153,0.0131,BUY,0.0,0.0,0.0,0.0,0.0,0.2778
11/03/2021,PLTR,1,0.6666,0.0201,BUY,0.0,0.0,0.0,0.0,0.0,0.5667
11/03/2021,AAPL,1,0.3169,0.0105,BUY,0.0,0.0,0.0,0.0,0.0,0.4222
11/03/2021,SHOP,1,0.7129,0.0316,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
11/03/2021,NVDA,1,0.7455,0.0191,BUY,0.0,0.0,0.0,0.0,0.0,0.8333
11/03/2021,META,1,0.7442,0.0232,BUY,0.0,0.0,0.0,0.0,0.0,0.6889
11/03/2021,TSLA,1,0.6646,0.0391,BUY,0.0,0.0,0.0,0.0,0.0,0.3889
11/03/2021,MSFT,1,0.6047,0.0127,BUY,0.0,0.0,0.0,0.0,0.0,0.5444
11/03/2021,AMZN,1,0.6013,0.0173,BUY,0.0,0.0,0.0,0.0,0.0,0.4
11/04/2021,SHOP,1,0.3495,0.0323,BUY,0.0,0.0,0.0,0.0,0.0,0.4556
11/04/2021,MSFT,1,0.3339,0.0127,BUY,0.0,0.0,0.0,0.0,0.0,0.4667
11/04/2021,AMZN,1,0.6614,0.0165,BUY,0.0,0.0,0.0,0.0,0.0,0.7889
11/04/2021,META,1,0.598,0.0231,BUY,0.0,0.0,0.0,0.0,0.0,0.6444
11/04/2021,AAPL,1,0.6965,0.0106,BUY,0.0,0.0,0.0,0.0,0.0,0.9667
11/04/2021,PLTR,1,0.3378,0.0194,BUY,0.0,0.0,0.0,0.0,0.0,0.4444
11/04/2021,PANW,1,0.4413,0.013,BUY,0.0,0.0,0.0,0.0,0.0,0.6667
11/04/2021,NVDA,0,0.324,0.0339,HOLD,0.0,0.0,0.0,0.0,0.0,0.1889
11/04/2021,TSLA,1,0.2844,0.0393,SELL,0.0,0.0,0.0,0.0,0.0,0.0778
11/05/2021,SHOP,1,0.6773,0.0318,BUY,0.0,0.0,0.0,0.0,0.0,0.6889
11/05/2021,MSFT,1,0.6464,0.0129,BUY,0.0,0.0,0.0,0.0,0.0,0.7444
11/05/2021,AAPL,1,0.3328,0.0103,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
11/05/2021,PLTR,1,0.7139,0.0205,BUY,0.0,0.0,0.0,0.0,0.0,0.8333
11/05/2021,PANW,1,0.6033,0.0121,BUY,0.0,0.0,0.0,0.0,0.0,0.7
11/05/2021,META,1,0.3145,0.0218,BUY,0.0,0.0,0.0,0.0,0.0,0.3333
11/05/2021,NVDA,1,0.5729,0.0345,BUY,0.0,0.0,0.0,0.0,0.0,0.4222
11/05/2021,TSLA,1,0.2923,0.0403,SELL,0.0,0.0,0.0,0.0,0.0,0.1556
11/05/2021,AMZN,1,0.2715,0.0166,SELL,0.0,0.0,0.0,0.0,0.0,0.2444
11/08/2021,PLTR,1,0.2552,0.0212,SELL,0.0,0.0,0.0,0.0,0.0,0.2889
11/08/2021,AAPL,1,0.6797,0.0098,BUY,0.0,0.0,0.0,0.0,0.0,0.9667
11/08/2021,META,1,0.3053,0.0216,BUY,0.0,0.0,0.0,0.0,0.0,0.4111
11/08/2021,NVDA,0,0.2477,0.0342,SELL,0.0,0.0,0.0,0.0,0.0,0.1111
11/08/2021,TSLA,1,0.3668,0.0442,BUY,0.0,0.0,0.0,0.0,0.0,0.4667
11/08/2021,PANW,1,0.2553,0.0181,SELL,0.0,0.0,0.0,0.0,0.0,0.4
11/08/2021,SHOP,1,0.6569,0.0317,BUY,0.0,0.0,0.0,0.0,0.0,0.6889
11/08/2021,AMZN,1,0.5991,0.0168,BUY,0.0,0.0,0.0,0.0,0.0,0.7444
11/08/2021,MSFT,1,0.3399,0.0129,BUY,0.0,0.0,0.0,0.0,0.0,0.6222
11/09/2021,TSLA,1,0.7013,0.0583,BUY,0.0,0.0,0.0,0.0,0.0,0.7
11/09/2021,META,1,0.315,0.0217,BUY,0.0,0.0,0.0,0.0,0.0,0.3667
11/09/2021,NVDA,0,0.2905,0.034,SELL,0.0,0.0,0.0,0.0,0.0,0.1889
11/09/2021,PLTR,1,0.3289,0.0336,BUY,0.0,0.0,0.0,0.0,0.0,0.3778
11/09/2021,PANW,1,0.3495,0.0183,BUY,0.0,0.0,0.0,0.0,0.0,0.5556
11/09/2021,AAPL,1,0.3668,0.0098,BUY,0.0,0.0,0.0,0.0,0.0,0.8111
11/09/2021,AMZN,1,0.2448,0.0177,SELL,0.0,0.0,0.0,0.0,0.0,0.2778
11/09/2021,MSFT,1,0.3503,0.0129,BUY,0.0,0.0,0.0,0.0,0.0,0.7
11/09/2021,SHOP,1,0.3851,0.0318,BUY,0.0,0.0,0.0,0.0,0.0,0.7222
11/10/2021,PANW,1,0.722,0.0195,BUY,0.0,0.0,0.0,0.0,0.0,0.8667
11/10/2021,AMZN,1,0.4192,0.0194,BUY,0.0,0.0,0.0,0.0,0.0,0.4333
11/10/2021,PLTR,1,0.627,0.038,BUY,0.0,0.0,0.0,0.0,0.0,0.4222
11/10/2021,AAPL,1,0.3565,0.0111,BUY,0.0,0.0,0.0,0.0,0.0,0.3444
11/10/2021,TSLA,1,0.3951,0.0586,BUY,0.0,0.0,0.0,0.0,0.0,0.1556
11/10/2021,MSFT,1,0.6534,0.0141,BUY,0.0,0.0,0.0,0.0,0.0,0.7
11/10/2021,SHOP,1,0.6015,0.0351,BUY,0.0,0.0,0.0,0.0,0.0,0.4111
11/10/2021,NVDA,1,0.6595,0.0379,BUY,0.0,0.0,0.0,0.0,0.0,0.6111
11/10/2021,META,1,0.7108,0.0225,BUY,0.0,0.0,0.0,0.0,0.0,0.7556
11/11/2021,AAPL,1,0.7084,0.0111,BUY,0.0,0.0,0.0,0.0,0.0,0.7333
11/11/2021,AMZN,1,0.6451,0.0174,BUY,0.0,0.0,0.0,0.0,0.0,0.5111
11/11/2021,META,1,0.7176,0.0178,BUY,0.0,0.0,0.0,0.0,0.0,0.7111
11/11/2021,TSLA,1,0.3495,0.0588,BUY,0.0,0.0,0.0,0.0,0.0,0.2333
11/11/2021,NVDA,0,0.3257,0.0376,HOLD,0.0,0.0,0.0,0.0,0.0,0.2222
11/11/2021,MSFT,1,0.6625,0.0138,BUY,0.0,0.0,0.0,0.0,0.0,0.6222
11/11/2021,PANW,1,0.7251,0.02,BUY,0.0,0.0,0.0,0.0,0.0,0.7556
11/11/2021,SHOP,1,0.7495,0.0325,BUY,0.0,0.0,0.0,0.0,0.0,0.8
11/11/2021,PLTR,1,0.3188,0.0385,BUY,0.0,0.0,0.0,0.0,0.0,0.1111
11/12/2021,SHOP,1,0.2783,0.0449,SELL,0.0,0.0,0.0,0.0,0.0,0.1111
11/12/2021,TSLA,1,0.4312,0.0496,BUY,0.0,0.0,0.0,0.0,0.0,0.3111
11/12/2021,AAPL,1,0.7731,0.0117,BUY,0.8194,0.15,0.145,14500.0,340.17,0.9667
11/12/2021,META,1,0.6095,0.0205,BUY,0.0,0.0,0.0,0.0,0.0,0.6
11/12/2021,MSFT,1,0.42,0.0137,BUY,0.0,0.0,0.0,0.0,0.0,0.4667
11/12/2021,AMZN,1,0.611,0.0175,BUY,0.0,0.0,0.0,0.0,0.0,0.7444
11/12/2021,NVDA,0,0.326,0.0381,HOLD,0.0,0.0,0.0,0.0,0.0,0.2222
11/12/2021,PLTR,1,0.5757,0.0364,BUY,0.0,0.0,0.0,0.0,0.0,0.4889
11/12/2021,PANW,1,0.7131,0.0199,BUY,0.0,0.0,0.0,0.0,0.0,0.7889
11/15/2021,TSLA,1,0.6208,0.0499,BUY,0.0,0.0,0.0,0.0,0.0,0.3889
11/15/2021,MSFT,1,0.6804,0.0139,BUY,0.0,0.0,0.0,0.0,0.0,0.8556
11/15/2021,NVDA,1,0.5621,0.0365,BUY,0.0,0.0,0.0,0.0,0.0,0.4111
11/15/2021,META,1,0.2519,0.0169,SELL,0.0,0.0,0.0,0.0,0.0,0.3556
11/15/2021,PLTR,1,0.2325,0.0374,SELL,0.0,0.0,0.0,0.0,0.0,0.1444
11/15/2021,AAPL,1,0.742,0.0117,BUY,0.0,0.0,0.0,0.0,0.0,0.9667
11/15/2021,AMZN,1,0.42,0.0172,BUY,0.0,0.0,0.0,0.0,0.0,0.4
11/15/2021,PANW,1,0.6776,0.0185,BUY,0.0,0.0,0.0,0.0,0.0,0.6778
11/15/2021,SHOP,1,0.6243,0.0425,BUY,0.0,0.0,0.0,0.0,0.0,0.5
11/16/2021,AAPL,1,0.7044,0.0117,BUY,0.0,0.0,0.0,0.0,0.0,0.9333
11/16/2021,MSFT,1,0.6566,0.0093,BUY,0.0,0.0,0.0,0.0,0.0,0.8111
11/16/2021,META,1,0.2624,0.0171,SELL,0.0,0.0,0.0,0.0,0.0,0.2778
11/16/2021,PANW,1,0.3953,0.0186,BUY,0.0,0.0,0.0,0.0,0.0,0.5222
11/16/2021,AMZN,1,0.6547,0.0172,BUY,0.0,0.0,0.0,0.0,0.0,0.6333
11/16/2021,TSLA,1,0.7036,0.0508,BUY,0.0,0.0,0.0,0.0,0.0,0.6222
11/16/2021,PLTR,1,0.3146,0.0372,BUY,0.0,0.0,0.0,0.0,0.0,0.2222
11/16/2021,NVDA,0,0.3612,0.0358,HOLD,0.0,0.0,0.0,0.0,0.0,0.4111
11/16/2021,SHOP,1,0.3271,0.0422,BUY,0.0,0.0,0.0,0.0,0.0,0.2667
11/17/2021,TSLA,1,0.7504,0.0506,BUY,0.4502,0.15,0.0933,9333.33,944.15,0.6222
11/17/2021,AMZN,1,0.6459,0.0168,BUY,0.0,0.0,0.0,0.0,0.0,0.5889
11/17/2021,MSFT,1,0.656,0.0093,BUY,0.0,0.0,0.0,0.0,0.0,0.7333
11/17/2021,AAPL,1,0.7631,0.0106,BUY,0.769,0.15,0.14,14000.0,296.14,0.9333
11/17/2021,PANW,1,0.7415,0.0197,BUY,0.0,0.0,0.0,0.0,0.0,0.6778
11/17/2021,SHOP,1,0.6056,0.0402,BUY,0.0,0.0,0.0,0.0,0.0,0.2667
11/17/2021,PLTR,1,0.3183,0.0367,BUY,0.0,0.0,0.0,0.0,0.0,0.1778
11/17/2021,NVDA,1,0.6249,0.0379,BUY,0.0,0.0,0.0,0.0,0.0,0.3778
11/17/2021,META,1,0.3235,0.0173,BUY,0.0,0.0,0.0,0.0,0.0,0.3222
11/18/2021,PANW,1,0.7188,0.0192,BUY,0.0,0.0,0.0,0.0,0.0,0.7556
11/18/2021,SHOP,1,0.5638,0.0405,BUY,0.0,0.0,0.0,0.0,0.0,0.4556
11/18/2021,NVDA,1,0.5089,0.0423,BUY,0.0,0.0,0.0,0.0,0.0,0.3444
11/18/2021,AAPL,1,0.6641,0.0115,BUY,0.0,0.0,0.0,0.0,0.0,0.7778
11/18/2021,TSLA,1,0.7261,0.0498,BUY,0.0,0.0,0.0,0.0,0.0,0.7
11/18/2021,AMZN,1,0.2525,0.0184,SELL,0.0,0.0,0.0,0.0,0.0,0.2444
11/18/2021,MSFT,1,0.6269,0.0077,BUY,0.0,0.0,0.0,0.0,0.0,0.7333
11/18/2021,META,1,0.503,0.0169,BUY,0.0,0.0,0.0,0.0,0.0,0.4333
11/18/2021,PLTR,1,0.2616,0.0375,SELL,0.0,0.0,0.0,0.0,0.0,0.2556
11/19/2021,META,1,0.2539,0.0169,SELL,0.0,0.0,0.0,0.0,0.0,0.2778
11/19/2021,PANW,1,0.5959,0.0197,BUY,0.0,0.0,0.0,0.0,0.0,0.6778
11/19/2021,AAPL,1,0.6775,0.0117,BUY,0.0,0.0,0.0,0.0,0.0,0.8556
11/19/2021,AMZN,1,0.2886,0.0175,SELL,0.0,0.0,0.0,0.0,0.0,0.4
11/19/2021,SHOP,1,0.2953,0.0395,SELL,0.0,0.0,0.0,0.0,0.0,0.3778
11/19/2021,TSLA,1,0.7405,0.0449,BUY,0.0,0.0,0.0,0.0,0.0,0.7
11/19/2021,NVDA,0,0.2757,0.0428,SELL,0.0,0.0,0.0,0.0,0.0,0.1889
11/19/2021,MSFT,1,0.3095,0.0072,BUY,0.0,0.0,0.0,0.0,0.0,0.7333
11/19/2021,PLTR,1,0.3043,0.0359,BUY,0.0,0.0,0.0,0.0,0.0,0.4889
11/22/2021,TSLA,1,0.3383,0.0445,BUY,0.0,0.0,0.0,0.0,0.0,0.4222
11/22/2021,PLTR,1,0.2746,0.0363,SELL,0.0,0.0,0.0,0.0,0.0,0.3333
11/22/2021,NVDA,0,0.3511,0.0447,HOLD,0.0,0.0,0.0,0.0,0.0,0.5444
11/22/2021,AMZN,1,0.5996,0.0199,BUY,0.0,0.0,0.0,0.0,0.0,0.7889
11/22/2021,PANW,1,0.3475,0.0201,BUY,0.0,0.0,0.0,0.0,0.0,0.6
11/22/2021,AAPL,1,0.6913,0.0117,BUY,0.0,0.0,0.0,0.0,0.0,0.9333
11/22/2021,MSFT,1,0.314,0.0075,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
11/22/2021,META,1,0.263,0.0172,SELL,0.0,0.0,0.0,0.0,0.0,0.3556
11/22/2021,SHOP,1,0.2536,0.0418,SELL,0.0,0.0,0.0,0.0,0.0,0.1444
11/23/2021,SHOP,1,0.4509,0.0421,BUY,0.0,0.0,0.0,0.0,0.0,0.1444
11/23/2021,NVDA,1,0.643,0.0451,BUY,0.0,0.0,0.0,0.0,0.0,0.6222
11/23/2021,AAPL,1,0.6359,0.0116,BUY,0.0,0.0,0.0,0.0,0.0,0.7778
11/23/2021,MSFT,1,0.5628,0.0078,BUY,0.0,0.0,0.0,0.0,0.0,0.4222
11/23/2021,AMZN,1,0.6312,0.0194,BUY,0.0,0.0,0.0,0.0,0.0,0.5556
11/23/2021,PANW,1,0.6339,0.0197,BUY,0.0,0.0,0.0,0.0,0.0,0.6
11/23/2021,META,1,0.5822,0.0175,BUY,0.0,0.0,0.0,0.0,0.0,0.4333
11/23/2021,TSLA,1,0.6732,0.0445,BUY,0.0,0.0,0.0,0.0,0.0,0.7333
11/23/2021,PLTR,1,0.596,0.0359,BUY,0.0,0.0,0.0,0.0,0.0,0.4111
11/24/2021,PLTR,1,0.2952,0.0368,SELL,0.0,0.0,0.0,0.0,0.0,0.3
11/24/2021,PANW,0,0.2471,0.0203,SELL,0.0,0.0,0.0,0.0,0.0,0.2889
11/24/2021,AAPL,1,0.3782,0.0114,BUY,0.0,0.0,0.0,0.0,0.0,0.9333
11/24/2021,TSLA,1,0.3125,0.0443,BUY,0.0,0.0,0.0,0.0,0.0,0.3889
11/24/2021,MSFT,1,0.3508,0.0076,BUY,0.0,0.0,0.0,0.0,0.0,0.8111
11/24/2021,AMZN,1,0.3657,0.0182,BUY,0.0,0.0,0.0,0.0,0.0,0.7889
11/24/2021,SHOP,1,0.2368,0.0423,SELL,0.0,0.0,0.0,0.0,0.0,0.1111
11/24/2021,NVDA,0,0.3036,0.0336,HOLD,0.0,0.0,0.0,0.0,0.0,0.4111
11/24/2021,META,1,0.344,0.0174,BUY,0.0,0.0,0.0,0.0,0.0,0.6667
11/26/2021,PANW,1,0.6605,0.0227,BUY,0.0,0.0,0.0,0.0,0.0,0.7556
11/26/2021,TSLA,1,0.6585,0.0448,BUY,0.0,0.0,0.0,0.0,0.0,0.5444
11/26/2021,AMZN,1,0.549,0.019,BUY,0.0,0.0,0.0,0.0,0.0,0.4
11/26/2021,NVDA,1,0.6778,0.0354,BUY,0.0,0.0,0.0,0.0,0.0,0.8
11/26/2021,AAPL,1,0.6261,0.0151,BUY,0.0,0.0,0.0,0.0,0.0,0.6222
11/26/2021,MSFT,1,0.5886,0.0101,BUY,0.0,0.0,0.0,0.0,0.0,0.5778
11/26/2021,PLTR,1,0.5378,0.0369,BUY,0.0,0.0,0.0,0.0,0.0,0.2222
11/26/2021,META,1,0.6499,0.018,BUY,0.0,0.0,0.0,0.0,0.0,0.6667
11/26/2021,SHOP,1,0.2427,0.0434,SELL,0.0,0.0,0.0,0.0,0.0,0.1111
11/29/2021,PANW,0,0.2374,0.0209,SELL,0.0,0.0,0.0,0.0,0.0,0.2111
11/29/2021,SHOP,1,0.2422,0.0434,SELL,0.0,0.0,0.0,0.0,0.0,0.1889
11/29/2021,PLTR,1,0.2767,0.0351,SELL,0.0,0.0,0.0,0.0,0.0,0.4889
